id,predicted_price
2591820310,286197.079703364
7974200820,526155.886330324
7701450110,571321.7852676789
9522300010,791302.5114522008
9510861140,400165.8274010971
1761300310,194145.86264084006
7732410120,444191.6094711524
7010701383,428706.745811987
291310170,277158.46451936965
4232901990,342548.5011188998
6840701125,451756.1637562025
3971700580,289406.8696984746
4202400078,198052.93055080145
6064800090,279982.2154748268
2626119028,165260.5718318939
3303980660,579154.3554580349
862000020,385390.56591291795
2386000070,544292.4565803371
1138000450,234211.6415608466
1775800420,306280.6980161168
2291401425,261164.22589497268
2025770560,539425.5481564647
3525069037,406164.10321873997
9324800450,334068.67963938497
8080400136,412694.9364544673
8651540040,309538.9985404897
9407001790,185414.2909644086
1773101530,153384.716915893
9432900250,229204.67874160723
1794500695,374546.9720561965
2220069003,245720.378274835
923000120,348364.56800922507
5728000060,318038.22540256387
16000200,188857.1212526991
1926059094,291412.92763135734
6672900220,568641.034968024
3629860060,463433.86862118234
1822069109,266595.9487838639
6675500105,238113.0862507583
249000180,805124.0429931197
226059065,307582.9559703349
396100110,193799.3943466779
9264450460,230861.0829657406
7853361210,253546.6975305236
9474700020,185401.15324274838
421000455,196732.20187735453
3755200220,270040.2939722997
7960100075,383518.4154949459
9477100490,261570.35210118897
9138100350,440512.47145651653
1624049275,345309.6357124902
2770606890,312243.4253581521
1157200189,285775.3393810751
2770601800,350426.31452368357
9301300805,369996.41995631513
2325069032,606105.6201920771
1021079099,248552.52506861973
7215730040,439165.68785089155
1853200080,291528.62104039436
3224600340,418083.85179258836
3222049120,261717.64464739244
2113700025,214171.37392187497
7893207925,154534.51303031566
3586501085,386318.2087345176
8024200010,249077.18485554113
7116500705,145420.24542921685
1598600209,240696.6201179009
7204200025,430992.22018894175
4206901505,327632.9620049653
2937300440,492844.63225124276
7205000180,234999.61761440424
8718500665,250593.37857122178
5318101765,514948.37923626223
4122700020,507199.62640417577
8078700020,333433.55952170835
3303980680,516249.1984225684
8924100372,594800.1921281334
2781270210,164648.17751628158
519000043,412835.736373292
3225069301,798521.8829980452
151000075,469347.5341614154
2297400020,283057.0524826646
6617500085,384300.93794464855
104510180,182120.91182733444
3528900060,594912.482747305
3345100286,349485.30135576596
1226039130,300242.23829398566
8712100720,511439.4219591885
3037200010,349749.05585834646
3626039268,245530.13671402962
104510230,193665.9255158606
5112800060,260503.94337952867
6072400280,399854.10355578223
5317100570,545210.8775946595
9528102993,349497.0488974628
2919201095,288191.61866003735
6181400920,212767.70456425947
185000161,210153.2905264339
8691400010,451726.37973675475
3345700165,356091.40112307
6151800486,176950.14528846898
4340000080,625183.7052702333
4136960010,341017.5776934937
3634100030,253426.83332461913
1624059224,568876.3665697862
2788400090,213671.68804584697
9828200762,306003.9890783999
7524400250,363198.69579415536
3528000290,417766.08041919675
5700003630,875334.7317797838
2720069019,203982.1749722807
7227501170,188342.52509831887
2397101270,371116.88202222844
6792100090,412599.90248881525
2770602265,354672.8180648755
3971700937,197541.8445855146
422049203,182529.72891801078
3076500830,268352.26833620894
1423400260,225166.61551516777
9161100795,288461.85874889826
3126049052,339098.8021253523
5100401468,237891.26998067086
514500235,276369.5503459132
1423200170,162612.93941942905
1402100070,272230.54768366384
624110020,423337.47955602856
2407000145,176811.36244190618
1890000225,468023.71143669455
1320069271,216652.42126737657
5490700085,236410.19119383921
263000155,293993.5145509743
3726800201,331826.6045913532
5153200358,206722.71882627267
2725079018,429459.2154653056
7165700200,227674.90396865655
9429000170,368460.21316996886
8718500075,263602.5809165571
1760650950,221729.71228222214
1068000559,642794.6015123075
4113800500,363606.7952072687
4077800507,326175.8197092248
2725069150,423553.9509290565
4008400035,399765.5554392569
7016310270,292481.3798869312
1432701230,188933.26522514148
3278606050,287236.31494657934
2473350710,257415.47737353417
2185000685,153807.12187117268
7792000025,229407.8762747926
6868200029,306578.7726888174
624069003,451066.2851597324
7431500280,438172.56483760267
3296000040,344610.11922810733
1118001215,714294.8368358233
6453900040,426573.8768813573
333100209,392187.06061506213
34001765,398080.7093525835
8946700100,284456.93749013735
5561401210,401233.772647143
6671900095,248087.5535106968
3275850020,404434.26238791697
3876300600,271161.47011958447
1450900020,203358.01662053735
8562780280,217488.0256524044
7663700973,240984.18188392217
2126049032,254479.1363563285
1823059159,145275.5500779779
3438503426,210378.90978203644
9297301495,336008.78348608874
7140700850,272591.8978251548
7942601805,551105.5156041469
2555900030,246892.82664902747
2887970040,209139.23335463987
7419700010,371264.3246274317
2239000011,249798.65981636464
9283800050,238410.00200370277
9407001340,195553.75762450567
217500140,354877.59676648
7212660520,195574.9531516023
3298201170,210550.13137934607
3057000400,213857.5233339209
6865200444,329312.55343454407
6071600340,336307.2874804594
6821600005,435192.4597559369
1235100371,423348.69859867584
7796450340,256817.60304562177
3603000410,152623.89630498664
9297300255,365246.0295715133
9126100850,462036.8566637949
2770601462,376114.8151260936
2599001500,175888.56045001396
1102000095,419047.69387956086
1853080640,512650.7757815621
9551201585,523099.0637668122
3438500796,247641.3951740076
7518504291,313127.13675713574
9269200340,279731.4865594061
715010130,720573.1879662089
1982201485,399697.9537295588
9526500080,254873.70459521058
9277200180,292880.09464480897
6669150280,223517.55620176278
8917100153,346152.44195337006
3760500516,492565.74558478285
2725069050,535875.3613810773
3332000091,217872.4278002353
8562770080,353553.42069197976
8151601190,210730.89332036846
8563040160,353728.7085609463
240000269,410272.6218498338
4307350200,250354.81549165424
1311910300,205257.89786017642
3574900030,363514.82616040454
7853230570,287633.29375172744
320069049,230610.391598554
